Datetime,temperature,dew_point,relative_humidity,precipitation,snow_depth,wind_speed,pressure,is_extreme_heat,is_extreme_cold
2018-02-23 01:00:00,4.4,0.5,76.0,0.0,,18.4,1030.1,0,0
2018-02-23 02:00:00,4.4,1.1,79.0,0.0,,16.6,1029.3,0,0
2018-02-23 03:00:00,5.0,1.7,79.0,0.0,,24.1,1028.0,0,0
2018-02-23 04:00:00,4.4,1.8,83.0,0.0,,24.1,1027.3,0,0
2018-02-23 05:00:00,4.4,2.3,86.0,0.0,,14.8,1027.2,0,0
2018-02-23 06:00:00,4.4,3.4,93.0,0.0,,16.6,1026.3,0,0
2018-02-23 07:00:00,4.4,4.0,97.0,0.0,,18.4,1024.9,0,0
2018-02-23 08:00:00,4.4,3.4,93.0,0.0,,18.4,1023.5,0,0
2018-02-23 09:00:00,3.9,3.3,96.0,0.0,,14.8,1022.0,0,0
2018-02-23 10:00:00,4.4,4.0,97.0,0.5,,16.6,1021.1,0,0
2018-02-23 11:00:00,4.4,4.4,100.0,2.3,,9.4,1020.6,0,0
2018-02-23 12:00:00,5.0,4.4,96.0,0.8,,13.0,1019.6,0,0
2018-02-23 13:00:00,5.0,5.0,100.0,0.3,,13.0,1019.6,0,0
2018-02-23 14:00:00,5.6,5.0,96.0,0.0,,13.0,1019.7,0,0
2018-02-23 15:00:00,6.7,6.1,96.0,0.0,,18.4,1019.9,0,0
2018-02-23 16:00:00,7.2,5.7,90.0,0.0,,27.7,1020.7,0,0
2018-02-23 17:00:00,6.1,4.4,89.0,0.0,,27.7,1022.0,0,0
2018-02-23 18:00:00,5.6,3.9,89.0,0.0,,27.7,1022.4,0,0
2018-02-23 19:00:00,5.0,2.9,86.0,0.0,,24.1,1022.8,0,0
2018-02-23 20:00:00,5.0,2.9,86.0,0.0,,20.5,1022.8,0,0
2018-02-23 21:00:00,4.4,2.3,86.0,0.0,,27.7,1023.7,0,0
2018-02-23 22:00:00,3.9,2.3,89.0,0.0,,18.4,1024.1,0,0
2018-02-23 23:00:00,3.9,1.1,82.0,0.0,,22.3,1024.4,0,0
2018-02-24 00:00:00,3.9,1.1,82.0,0.0,,9.4,1025.0,0,0
2018-02-24 01:00:00,3.9,0.6,79.0,0.0,,11.2,1025.2,0,0
2018-02-24 02:00:00,3.9,0.6,79.0,0.0,,11.2,1025.2,0,0
2018-02-24 03:00:00,3.9,0.6,79.0,0.0,,11.2,1025.3,0,0
2018-02-24 04:00:00,3.9,0.6,79.0,0.0,,7.6,1025.6,0,0
2018-02-24 05:00:00,2.8,0.0,82.0,0.0,,14.8,1025.7,0,0
2018-02-24 06:00:00,1.7,-1.0,82.0,0.0,,14.8,1025.2,0,0
2018-02-24 07:00:00,1.7,-1.7,78.0,0.0,,13.0,1024.4,0,0
2018-02-24 08:00:00,1.7,-1.7,78.0,0.0,,11.2,1024.4,0,0
2018-02-24 09:00:00,1.7,-1.7,78.0,0.0,,13.0,1024.5,0,0
2018-02-24 10:00:00,1.7,-0.5,85.0,0.0,,16.6,1023.8,0,0
2018-02-24 11:00:00,2.2,-0.1,85.0,0.0,,20.5,1023.1,0,0
2018-02-24 12:00:00,1.7,-0.5,85.0,0.0,,27.7,1023.1,0,0
2018-02-24 13:00:00,1.7,-1.7,78.0,0.0,,27.7,1022.5,0,0
2018-02-24 14:00:00,1.7,-1.0,82.0,0.0,,22.3,1022.4,0,0
2018-02-24 15:00:00,2.2,-0.6,82.0,0.0,,22.3,1022.1,0,0
2018-02-24 16:00:00,2.8,-0.7,78.0,0.0,,22.3,1021.1,0,0
2018-02-24 17:00:00,3.3,0.0,79.0,0.0,,18.4,1020.1,0,0
2018-02-24 18:00:00,3.9,0.1,76.0,0.0,,18.4,1017.8,0,0
2018-02-24 19:00:00,3.9,0.6,79.0,0.0,,14.8,1017.1,0,0
2018-02-24 20:00:00,5.0,1.1,76.0,0.0,,18.4,1015.3,0,0
2018-02-24 21:00:00,5.0,1.7,79.0,0.0,,18.4,1013.5,0,0
2018-02-24 22:00:00,5.0,3.3,89.0,0.0,,16.6,1012.8,0,0
2018-02-24 23:00:00,5.0,4.0,93.0,0.0,,22.3,1010.6,0,0
2018-02-25 00:00:00,6.1,5.1,93.0,0.0,,24.1,1009.1,0,0
2018-02-25 01:00:00,7.2,6.1,93.0,0.0,,31.7,1006.5,0,0
2018-02-25 02:00:00,7.2,6.8,97.0,0.0,,27.7,1004.0,0,0
2018-02-25 03:00:00,7.2,6.8,97.0,0.3,,29.5,1002.0,0,0
2018-02-25 04:00:00,8.3,7.2,93.0,0.0,,25.9,999.7,0,0
2018-02-25 05:00:00,8.9,8.3,96.0,0.0,,25.9,997.7,0,0
2018-02-25 06:00:00,10.0,9.4,96.0,2.0,,31.7,997.2,0,0
2018-02-25 07:00:00,8.9,7.2,89.0,0.8,,29.5,999.6,0,0
2018-02-25 08:00:00,3.9,1.8,86.0,0.0,,40.7,1003.1,0,0
2018-02-25 09:00:00,2.8,-1.7,72.0,0.0,,40.7,1004.7,0,0
2018-02-25 10:00:00,2.2,-1.8,75.0,0.0,,35.3,1005.9,0,0
2018-02-25 11:00:00,1.7,-2.8,72.0,0.0,,48.2,1007.7,0,0
2018-02-25 12:00:00,1.7,-2.8,72.0,0.0,,35.3,1008.9,0,0
2018-02-25 13:00:00,1.7,-2.8,72.0,0.0,,29.5,1009.6,0,0
2018-02-25 14:00:00,1.7,-2.3,75.0,0.0,,27.7,1011.0,0,0
2018-02-25 15:00:00,2.2,-2.1,73.0,0.0,,37.1,1011.8,0,0
2018-02-25 16:00:00,2.8,-2.7,67.0,0.0,,35.3,1012.6,0,0
2018-02-25 17:00:00,3.9,-3.4,59.0,0.0,,33.5,1013.7,0,0
2018-02-25 18:00:00,5.0,-3.8,53.0,0.0,,27.7,1014.1,0,0
2018-02-25 19:00:00,6.1,-4.4,47.0,0.0,,33.5,1014.3,0,0
2018-02-25 20:00:00,6.7,-5.6,41.0,0.0,,38.9,1014.6,0,0
2018-02-25 21:00:00,7.2,-4.2,44.0,0.0,,31.7,1015.4,0,0
2018-02-25 22:00:00,7.2,-4.9,42.0,0.0,,37.1,1015.9,0,0
2018-02-25 23:00:00,7.2,-4.9,42.0,0.0,,37.1,1017.0,0,0
2018-02-26 00:00:00,6.1,-4.4,47.0,0.0,,24.1,1018.2,0,0
2018-02-26 01:00:00,5.6,-4.0,50.0,0.0,,20.5,1018.7,0,0
2018-02-26 02:00:00,5.0,-3.3,55.0,0.0,,14.8,1018.9,0,0
2018-02-26 03:00:00,4.4,-3.4,57.0,0.0,,16.6,1019.2,0,0
2018-02-26 04:00:00,3.9,-2.7,62.0,0.0,,14.8,1019.8,0,0
2018-02-26 05:00:00,3.9,-3.8,57.0,0.0,,16.6,1020.4,0,0
2018-02-26 06:00:00,2.8,-3.3,64.0,0.0,,13.0,1020.7,0,0
2018-02-26 07:00:00,1.7,-3.4,69.0,0.0,,11.2,1021.2,0,0
2018-02-26 08:00:00,1.7,-2.8,72.0,0.0,,14.8,1021.4,0,0
2018-02-26 09:00:00,1.1,-3.4,72.0,0.0,,9.4,1021.3,0,0
2018-02-26 10:00:00,0.0,-3.4,78.0,0.0,,7.6,1021.7,0,0
2018-02-26 11:00:00,0.6,-3.3,75.0,0.0,,5.4,1022.2,0,0
2018-02-26 12:00:00,-0.6,-4.0,78.0,0.0,,0.0,1022.9,0,0
2018-02-26 13:00:00,0.0,-2.9,81.0,0.0,,5.4,1023.6,0,0
2018-02-26 14:00:00,1.7,-2.3,75.0,0.0,,7.6,1024.3,0,0
2018-02-26 15:00:00,3.9,-2.3,64.0,0.0,,11.2,1024.5,0,0
2018-02-26 16:00:00,6.7,-1.7,55.0,0.0,,13.0,1024.8,0,0
2018-02-26 17:00:00,9.4,-2.2,44.0,0.0,,20.5,1024.7,0,0
2018-02-26 18:00:00,10.0,-1.1,46.0,0.0,,22.3,1024.5,0,0
2018-02-26 19:00:00,11.1,-2.7,38.0,0.0,,24.1,1024.1,0,0
2018-02-26 20:00:00,12.2,-2.8,35.0,0.0,,25.9,1023.6,0,0
2018-02-26 21:00:00,12.2,-2.1,37.0,0.0,,24.1,1023.6,0,0
2018-02-26 22:00:00,12.2,-2.8,35.0,0.0,,27.7,1023.7,0,0
2018-02-26 23:00:00,11.7,-2.9,36.0,0.0,,20.5,1023.8,0,0
2018-02-27 00:00:00,10.6,-2.1,41.0,0.0,,14.8,1024.0,0,0
2018-02-27 01:00:00,9.4,-1.6,46.0,0.0,,11.2,1024.4,0,0
2018-02-27 02:00:00,8.9,-0.7,51.0,0.0,,16.6,1024.3,0,0
2018-02-27 03:00:00,7.8,0.5,60.0,0.0,,13.0,1024.4,0,0
2018-02-27 04:00:00,7.2,1.1,65.0,0.0,,11.2,1024.6,0,0
2018-02-27 05:00:00,6.7,1.2,68.0,0.0,,14.8,1024.6,0,0
2018-02-27 06:00:00,6.7,-0.1,62.0,0.0,,14.8,1024.6,0,0
2018-02-27 07:00:00,6.1,-1.1,60.0,0.0,,14.8,1024.8,0,0
2018-02-27 08:00:00,6.1,-1.8,57.0,0.0,,14.8,1024.6,0,0
2018-02-27 09:00:00,5.6,-1.8,59.0,0.0,,13.0,1024.2,0,0
2018-02-27 10:00:00,5.6,-1.8,59.0,0.0,,13.0,1023.9,0,0
2018-02-27 11:00:00,6.7,-2.2,53.0,0.0,,16.6,1023.4,0,0
2018-02-27 12:00:00,7.2,-2.8,49.0,0.0,,22.3,1023.3,0,0
2018-02-27 13:00:00,6.1,-2.3,55.0,0.0,,20.5,1023.5,0,0
2018-02-27 14:00:00,7.8,-1.7,51.0,0.0,,25.9,1023.4,0,0
2018-02-27 15:00:00,8.9,-1.0,50.0,0.0,,22.3,1022.9,0,0
2018-02-27 16:00:00,10.6,0.0,48.0,0.0,,27.7,1022.2,0,0
2018-02-27 17:00:00,13.3,1.6,45.0,0.0,,27.7,1021.5,0,0
2018-02-27 18:00:00,15.6,1.7,39.0,0.0,,24.1,1020.3,0,0
2018-02-27 19:00:00,16.1,1.8,38.0,0.0,,35.3,1019.4,0,0
2018-02-27 20:00:00,16.1,2.8,41.0,0.0,,22.3,1018.1,0,0
2018-02-27 21:00:00,16.1,3.2,42.0,0.0,,24.1,1017.1,0,0
2018-02-27 22:00:00,16.1,2.1,39.0,0.0,,31.7,1015.9,0,0
2018-02-27 23:00:00,15.6,1.7,39.0,0.0,,29.5,1014.8,0,0
2018-02-28 00:00:00,14.4,2.3,44.0,0.0,,25.9,1013.8,0,0
2018-02-28 01:00:00,13.3,2.8,49.0,0.0,,22.3,1013.6,0,0
2018-02-28 02:00:00,12.8,2.9,51.0,0.0,,22.3,1013.5,0,0
2018-02-28 03:00:00,11.7,2.7,54.0,0.0,,16.6,1013.3,0,0
2018-02-28 04:00:00,11.1,2.9,57.0,0.0,,16.6,1013.0,0,0
2018-02-28 05:00:00,11.1,2.9,57.0,0.0,,16.6,1012.2,0,0
2018-02-28 06:00:00,11.1,2.1,54.0,0.0,,16.6,1011.6,0,0
2018-02-28 07:00:00,11.1,2.1,54.0,0.0,,18.4,1011.1,0,0
2018-02-28 08:00:00,10.6,2.7,58.0,0.0,,22.3,1010.7,0,0
2018-02-28 09:00:00,11.1,3.4,59.0,0.0,,18.4,1010.5,0,0
2018-02-28 10:00:00,10.6,3.8,63.0,0.0,,13.0,1009.9,0,0
2018-02-28 11:00:00,10.6,4.5,66.0,0.0,,13.0,1010.0,0,0
2018-02-28 12:00:00,10.6,4.9,68.0,0.0,,18.4,1009.8,0,0
2018-02-28 13:00:00,10.0,5.0,71.0,0.0,,14.8,1010.1,0,0
2018-02-28 14:00:00,11.1,6.0,71.0,0.0,,16.6,1010.1,0,0
2018-02-28 15:00:00,12.8,7.9,72.0,0.0,,20.5,1010.4,0,0
2018-02-28 16:00:00,13.3,8.4,72.0,0.0,,22.3,1010.4,0,0
2018-02-28 17:00:00,14.4,8.3,67.0,0.0,,18.4,1010.0,0,0
2018-02-28 18:00:00,15.6,8.8,64.0,0.0,,14.8,1009.9,0,0
2018-02-28 19:00:00,15.0,8.2,64.0,0.0,,13.0,1009.5,0,0
2018-02-28 20:00:00,11.7,5.6,66.0,0.0,,16.6,1009.7,0,0
2018-02-28 21:00:00,8.9,2.9,66.0,0.0,,20.5,1009.6,0,0
2018-02-28 22:00:00,6.1,2.2,76.0,0.0,,20.5,1010.5,0,0
2018-02-28 23:00:00,5.0,2.2,82.0,0.0,,24.1,1010.9,0,0
2018-03-01 00:00:00,3.9,2.3,89.0,0.0,,20.5,1011.5,0,0
2018-03-01 01:00:00,3.9,2.3,89.0,0.0,,20.5,1011.2,0,0
2018-03-01 02:00:00,3.3,2.1,92.0,0.0,,22.3,1011.3,0,0
2018-03-01 03:00:00,3.9,2.3,89.0,0.0,,14.8,1011.1,0,0
2018-03-01 04:00:00,3.9,2.3,89.0,0.0,,16.6,1010.7,0,0
2018-03-01 05:00:00,4.4,2.7,89.0,0.0,,14.8,1010.2,0,0
2018-03-01 06:00:00,4.4,2.3,86.0,0.0,,16.6,1009.7,0,0
2018-03-01 07:00:00,4.4,2.3,86.0,0.0,,11.2,1009.5,0,0
2018-03-01 08:00:00,4.4,2.7,89.0,0.3,,13.0,1009.1,0,0
2018-03-01 09:00:00,5.0,3.3,89.0,1.3,,13.0,1007.1,0,0
2018-03-01 10:00:00,5.0,4.0,93.0,0.5,,14.8,1007.4,0,0
2018-03-01 11:00:00,4.4,3.4,93.0,1.3,,25.9,1008.7,0,0
2018-03-01 12:00:00,3.9,2.7,92.0,2.5,,27.7,1008.4,0,0
2018-03-01 13:00:00,3.3,2.7,96.0,2.3,,33.5,1008.6,0,0
2018-03-01 14:00:00,3.3,2.1,92.0,2.3,,35.3,1009.4,0,0
2018-03-01 15:00:00,3.3,2.1,92.0,2.8,,29.5,1009.8,0,0
2018-03-01 16:00:00,3.3,2.1,92.0,0.3,,24.1,1010.8,0,0
2018-03-01 17:00:00,3.3,1.7,89.0,0.0,,25.9,1011.9,0,0
2018-03-01 18:00:00,3.3,1.2,86.0,0.0,,33.5,1012.8,0,0
2018-03-01 19:00:00,3.9,1.1,82.0,0.0,,33.5,1013.4,0,0
2018-03-01 20:00:00,5.0,0.6,73.0,0.0,,31.7,1014.5,0,0
2018-03-01 21:00:00,5.6,-0.0,67.0,0.0,,27.7,1016.0,0,0
2018-03-01 22:00:00,6.1,-0.6,62.0,0.0,,18.4,1017.1,0,0
2018-03-01 23:00:00,5.0,-1.0,65.0,0.0,,14.8,1018.3,0,0
2018-03-02 00:00:00,3.9,-1.1,70.0,0.0,,11.2,1019.3,0,0
2018-03-02 01:00:00,3.3,-1.6,70.0,0.0,,7.6,1020.7,0,0
2018-03-02 02:00:00,2.2,-1.8,75.0,0.0,,7.6,1021.3,0,0
2018-03-02 03:00:00,2.8,-1.7,72.0,0.0,,0.0,1022.2,0,0
2018-03-02 04:00:00,1.7,-1.0,82.0,0.0,,7.6,1023.2,0,0
2018-03-02 05:00:00,1.7,-1.0,82.0,0.0,,5.4,1024.0,0,0
2018-03-02 06:00:00,1.1,-1.1,85.0,0.0,,9.4,1025.4,0,0
2018-03-02 07:00:00,1.1,-1.6,82.0,0.0,,11.2,1026.3,0,0
2018-03-02 08:00:00,0.0,-2.2,85.0,0.0,,9.4,1027.0,0,0
2018-03-02 09:00:00,0.0,-2.2,85.0,0.0,,11.2,1027.1,0,0
2018-03-02 10:00:00,-0.6,-2.8,85.0,0.0,,11.2,1027.8,0,0
2018-03-02 11:00:00,-0.6,-2.8,85.0,0.0,,11.2,1028.7,0,0
2018-03-02 12:00:00,-0.6,-2.8,85.0,0.0,,13.0,1029.5,0,0
2018-03-02 13:00:00,0.0,-2.9,81.0,0.0,,11.2,1029.9,0,0
2018-03-02 14:00:00,1.7,-2.3,75.0,0.0,,13.0,1030.6,0,0
2018-03-02 15:00:00,2.8,-3.3,64.0,0.0,,13.0,1031.3,0,0
2018-03-02 16:00:00,4.4,-5.1,50.0,0.0,,9.4,1031.5,0,0
2018-03-02 17:00:00,6.1,-7.1,38.0,0.0,,14.8,1032.1,0,0
2018-03-02 18:00:00,6.7,-8.4,33.0,0.0,,7.6,1032.3,0,0
2018-03-02 19:00:00,7.2,-8.8,31.0,0.0,,7.6,1032.0,0,0
2018-03-02 20:00:00,7.8,-7.9,32.0,0.0,,14.8,1031.6,0,0
2018-03-02 21:00:00,7.2,-10.1,28.0,0.0,,14.8,1031.8,0,0
2018-03-02 22:00:00,6.7,-10.5,28.0,0.0,,18.4,1031.8,0,0
2018-03-02 23:00:00,5.6,-8.3,36.0,0.0,,18.4,1031.6,0,0
2018-03-03 00:00:00,3.9,-8.8,39.0,0.0,,18.4,1031.4,0,0
2018-03-03 01:00:00,2.8,-8.8,42.0,0.0,,7.6,1031.9,0,0
2018-03-03 02:00:00,2.8,-8.2,44.0,0.0,,5.4,1032.5,0,0
2018-03-03 03:00:00,2.8,-7.7,46.0,0.0,,5.4,1032.6,0,0
2018-03-03 04:00:00,2.2,-7.1,50.0,0.0,,7.6,1032.6,0,0
2018-03-03 05:00:00,2.8,-7.1,48.0,0.0,,9.4,1032.4,0,0
2018-03-03 06:00:00,0.6,-6.0,61.0,0.0,,0.0,1032.8,0,0
2018-03-03 07:00:00,1.7,-5.7,58.0,0.0,,7.6,1033.3,0,0
2018-03-03 08:00:00,2.8,-5.1,56.0,0.0,,13.0,1033.2,0,0
2018-03-03 09:00:00,2.8,-5.1,56.0,0.0,,11.2,1033.5,0,0
2018-03-03 10:00:00,3.3,-6.1,50.0,0.0,,13.0,1033.7,0,0
2018-03-03 11:00:00,2.8,-4.0,61.0,0.0,,13.0,1034.0,0,0
2018-03-03 12:00:00,2.2,-2.1,73.0,0.0,,16.6,1034.3,0,0
2018-03-03 13:00:00,1.7,-3.4,69.0,0.0,,16.6,1034.7,0,0
2018-03-03 14:00:00,2.8,-4.4,59.0,0.0,,13.0,1035.3,0,0
2018-03-03 15:00:00,3.3,-5.1,54.0,0.0,,18.4,1035.3,0,0
2018-03-03 16:00:00,3.9,-6.7,46.0,0.0,,20.5,1035.6,0,0
2018-03-03 17:00:00,5.0,-7.8,39.0,0.0,,16.6,1035.5,0,0
2018-03-03 18:00:00,5.6,-7.3,39.0,0.0,,20.5,1035.1,0,0
2018-03-03 19:00:00,5.6,-9.0,34.0,0.0,,20.5,1034.4,0,0
2018-03-03 20:00:00,6.1,-9.4,32.0,0.0,,14.8,1033.4,0,0
2018-03-03 21:00:00,5.6,-8.3,36.0,0.0,,20.5,1033.1,0,0
2018-03-03 22:00:00,5.0,-6.8,42.0,0.0,,18.4,1032.6,0,0
2018-03-03 23:00:00,3.9,-5.1,52.0,0.0,,18.4,1032.3,0,0
2018-03-04 00:00:00,2.8,-4.4,59.0,0.0,,16.6,1032.5,0,0
2018-03-04 01:00:00,2.8,-4.0,61.0,0.0,,14.8,1032.7,0,0
2018-03-04 02:00:00,2.2,-3.3,67.0,0.0,,13.0,1032.6,0,0
2018-03-04 03:00:00,2.2,-3.3,67.0,0.0,,13.0,1031.9,0,0
2018-03-04 04:00:00,2.2,-2.1,73.0,0.0,,14.8,1031.7,0,0
2018-03-04 05:00:00,2.2,-1.8,75.0,0.0,,9.4,1032.0,0,0
2018-03-04 06:00:00,2.2,-2.1,73.0,0.0,,14.8,1032.3,0,0
2018-03-04 07:00:00,2.2,-3.9,64.0,0.0,,16.6,1032.7,0,0
2018-03-04 08:00:00,1.7,-4.4,64.0,0.0,,14.8,1032.4,0,0
2018-03-04 09:00:00,1.1,-4.3,67.0,0.0,,11.2,1032.4,0,0
2018-03-04 10:00:00,1.1,-4.3,67.0,0.0,,13.0,1032.7,0,0
2018-03-04 11:00:00,0.0,-4.4,72.0,0.0,,11.2,1032.4,0,0
2018-03-04 12:00:00,0.0,-5.6,66.0,0.0,,11.2,1032.5,0,0
2018-03-04 13:00:00,0.6,-5.6,63.0,0.0,,13.0,1032.3,0,0
2018-03-04 14:00:00,2.8,-8.2,44.0,0.0,,24.1,1032.0,0,0
2018-03-04 15:00:00,3.9,-9.5,37.0,0.0,,22.3,1031.7,0,0
2018-03-04 16:00:00,5.0,-8.8,36.0,0.0,,13.0,1031.2,0,0
2018-03-04 17:00:00,6.1,-9.0,33.0,0.0,,14.8,1031.0,0,0
2018-03-04 18:00:00,6.7,-8.4,33.0,0.0,,16.6,1030.5,0,0
2018-03-04 19:00:00,7.2,-8.8,31.0,0.0,,22.3,1029.6,0,0
2018-03-04 20:00:00,7.8,-8.3,31.0,0.0,,22.3,1028.8,0,0
2018-03-04 21:00:00,7.8,-7.1,34.0,0.0,,24.1,1028.0,0,0
2018-03-04 22:00:00,7.2,-5.5,40.0,0.0,,22.3,1027.5,0,0
2018-03-04 23:00:00,7.2,-5.5,40.0,0.0,,22.3,1027.0,0,0
2018-03-05 00:00:00,5.6,-4.0,50.0,0.0,,16.6,1027.0,0,0
2018-03-05 01:00:00,5.0,-3.3,55.0,0.0,,18.4,1026.8,0,0
2018-03-05 02:00:00,5.6,-5.7,44.0,0.0,,25.9,1026.7,0,0
2018-03-05 03:00:00,5.0,-5.1,48.0,0.0,,24.1,1026.8,0,0
2018-03-05 04:00:00,4.4,-5.6,48.0,0.0,,27.7,1026.4,0,0
2018-03-05 05:00:00,3.9,-6.7,46.0,0.0,,24.1,1026.2,0,0
2018-03-05 06:00:00,3.3,-7.8,44.0,0.0,,20.5,1025.9,0,0
2018-03-05 07:00:00,2.8,-7.1,48.0,0.0,,20.5,1025.4,0,0
2018-03-05 08:00:00,2.2,-6.1,54.0,0.0,,25.9,1024.4,0,0
2018-03-05 09:00:00,1.7,-6.6,54.0,0.0,,24.1,1022.9,0,0
2018-03-05 10:00:00,1.7,-6.1,56.0,0.0,,22.3,1023.2,0,0
2018-03-05 11:00:00,1.1,-7.2,54.0,0.0,,27.7,1023.9,0,0
2018-03-05 12:00:00,1.7,-8.4,47.0,0.0,,18.4,1024.6,0,0
2018-03-05 13:00:00,1.1,-8.2,50.0,0.0,,25.9,1024.1,0,0
2018-03-05 14:00:00,1.1,-7.7,52.0,0.0,,27.7,1023.0,0,0
2018-03-05 15:00:00,1.7,-7.1,52.0,0.0,,24.1,1022.1,0,0
2018-03-05 16:00:00,1.7,-7.1,52.0,0.0,,31.7,1020.8,0,0
2018-03-05 17:00:00,2.8,-7.1,48.0,0.0,,27.7,1020.0,0,0
2018-03-05 18:00:00,3.3,-6.7,48.0,0.0,,29.5,1018.9,0,0
2018-03-05 19:00:00,3.9,-6.7,46.0,0.0,,24.1,1017.9,0,0
2018-03-05 20:00:00,5.0,-6.8,42.0,0.0,,29.5,1015.9,0,0
2018-03-05 21:00:00,5.6,-7.3,39.0,0.0,,29.5,1014.6,0,0
2018-03-05 22:00:00,5.6,-6.6,41.0,0.0,,24.1,1013.2,0,0
2018-03-05 23:00:00,4.4,-6.2,46.0,,,29.5,1011.5,0,0
2018-03-06 00:00:00,3.9,-4.3,55.0,,,24.1,1012.5,0,0
2018-03-06 01:00:00,2.2,-2.1,73.0,1.5,,25.9,1011.8,0,0
2018-03-06 02:00:00,1.1,-1.1,85.0,0.2,,18.4,1012.9,0,0
2018-03-06 03:00:00,1.1,-0.1,92.0,0.5,,22.3,1012.1,0,0
2018-03-06 04:00:00,1.7,-0.1,88.0,0.3,,24.1,1011.8,0,0
2018-03-06 05:00:00,1.1,0.5,96.0,0.5,,18.4,1011.3,0,0
2018-03-06 06:00:00,1.1,0.5,96.0,0.3,,16.6,1010.5,0,0
2018-03-06 07:00:00,1.7,1.7,100.0,0.5,,14.8,1009.8,0,0
2018-03-06 08:00:00,1.7,1.7,100.0,0.0,,13.0,1009.0,0,0
2018-03-06 09:00:00,1.7,1.7,100.0,0.0,,14.8,1008.6,0,0
2018-03-06 10:00:00,1.1,1.1,100.0,0.0,,9.4,1008.1,0,0
2018-03-06 11:00:00,1.1,0.5,96.0,0.0,,9.4,1007.4,0,0
2018-03-06 12:00:00,1.1,0.5,96.0,0.0,,9.4,1006.9,0,0
2018-03-06 13:00:00,1.1,0.5,96.0,0.0,,13.0,1006.7,0,0
2018-03-06 14:00:00,1.7,1.1,96.0,0.0,,11.2,1006.4,0,0
2018-03-06 15:00:00,2.2,0.6,89.0,0.0,,16.6,1006.3,0,0
2018-03-06 16:00:00,2.8,1.2,89.0,0.3,,14.8,1005.3,0,0
2018-03-06 17:00:00,4.4,1.1,79.0,0.0,,18.4,1004.7,0,0
2018-03-06 18:00:00,5.0,-0.0,70.0,0.0,,7.6,1003.9,0,0
2018-03-06 19:00:00,3.3,-0.5,76.0,,,18.4,1003.9,0,0
2018-03-06 20:00:00,3.9,1.1,82.0,0.5,,16.6,1004.4,0,0
2018-03-06 21:00:00,3.9,0.1,76.0,0.3,,16.6,1004.6,0,0
2018-03-06 22:00:00,4.4,-0.6,70.0,0.0,,22.3,1005.0,0,0
2018-03-06 23:00:00,3.3,0.0,79.0,0.0,,14.8,1005.5,0,0
2018-03-07 00:00:00,2.2,-0.1,85.0,0.0,,7.6,1006.1,0,0
2018-03-07 01:00:00,2.2,-0.1,85.0,0.3,,14.8,1006.6,0,0
2018-03-07 02:00:00,1.1,0.5,96.0,0.3,,11.2,1007.0,0,0
2018-03-07 03:00:00,1.7,0.5,92.0,,,11.2,1007.2,0,0
2018-03-07 04:00:00,1.7,-0.1,88.0,0.0,,18.4,1007.7,0,0
2018-03-07 05:00:00,1.1,-0.7,88.0,0.0,,18.4,1008.3,0,0
2018-03-07 06:00:00,1.1,-1.1,85.0,,,31.7,1008.6,0,0
2018-03-07 07:00:00,0.0,-1.7,88.0,,,33.5,1009.7,0,0
2018-03-07 08:00:00,-0.6,-3.3,82.0,0.3,,29.5,1010.3,0,0
2018-03-07 09:00:00,-1.1,-4.4,78.0,0.0,,27.7,1011.0,0,0
2018-03-07 10:00:00,-2.2,-5.0,81.0,0.0,,22.3,1011.8,0,0
2018-03-07 11:00:00,-2.8,-5.6,81.0,0.0,,20.5,1012.7,0,0
2018-03-07 12:00:00,-2.8,-6.8,74.0,0.0,,18.4,1013.7,0,0
2018-03-07 13:00:00,-2.8,-6.1,78.0,0.0,,24.1,1014.3,0,0
2018-03-07 14:00:00,-2.2,-6.7,71.0,0.0,,25.9,1014.8,0,0
2018-03-07 15:00:00,-1.1,-7.2,63.0,0.0,,25.9,1015.0,0,0
2018-03-07 16:00:00,0.0,-6.6,61.0,0.0,,22.3,1015.4,0,0
2018-03-07 17:00:00,0.0,-7.7,56.0,0.0,,29.5,1015.6,0,0
2018-03-07 18:00:00,1.1,-7.2,54.0,0.0,,20.5,1015.5,0,0
2018-03-07 19:00:00,0.0,-8.9,51.0,0.0,,18.4,1015.5,0,0
2018-03-07 20:00:00,1.1,-8.9,47.0,0.0,,24.1,1015.3,0,0
2018-03-07 21:00:00,1.1,-8.2,50.0,0.0,,25.9,1015.6,0,0
2018-03-07 22:00:00,0.0,-10.0,47.0,0.0,,22.3,1015.9,0,0
2018-03-07 23:00:00,0.0,-10.0,47.0,0.0,,22.3,1016.2,0,0
2018-03-08 00:00:00,-0.6,-10.5,47.0,0.0,,20.5,1016.8,0,0
2018-03-08 01:00:00,-1.1,-9.9,51.0,0.0,,18.4,1017.1,0,0
2018-03-08 02:00:00,-1.1,-9.5,53.0,0.0,,20.5,1017.4,0,0
2018-03-08 03:00:00,-1.7,-8.9,58.0,0.0,,20.5,1017.6,0,0
2018-03-08 04:00:00,-2.2,-10.0,55.0,0.0,,20.5,1017.4,0,0
2018-03-08 05:00:00,-2.2,-10.5,53.0,0.0,,16.6,1017.2,0,0
2018-03-08 06:00:00,-3.3,-11.0,55.0,0.0,,18.4,1017.2,0,0
2018-03-08 07:00:00,-3.3,-11.0,55.0,0.0,,13.0,1017.0,0,0
